conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/189777b9-6e95-4f76-b8db-f8e0f0477bc6,irrigatiestrategieën ontwikkelen,released,skill/competence,sector-specific,,"De ontwikkeling van methoden en procedures voor het kunstmatig irrigeren van land plannen, rekening houdend met strategieën voor duurzaam watergebruik.
 ",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,beleid en wetgeving ontwikkelen | strategieën ontwikkelen om problemen op te lossen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18d3f89a-6ac5-4ca6-bf93-0baec4e13bcd,fotovoltaïsche systemen installeren,released,skill/competence,occupation-specific,,"Systemen installeren die elektrische energie genereren door de omzetting van licht in elektrische stroom, het fotovoltaïsche effect. Zorgen voor een continue naleving van de regelgeving en de correcte installatie van het fotovoltaïsche voedingssysteem.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"installeren en repareren van elektrische, elektronische en precisieapparatuur"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192f3ca9-2232-40d0-b241-387966ce2de8,wetgeving inzake afvaltransport,released,knowledge,cross-sector,wetgeving inzake afvalvervoer,"Voorschriften en wetgeving betreffende het veilige vervoer van gevaarlijke en niet-gevaarlijke afvalstoffen, producten en middelen.",http://data.europa.eu/esco/isced-f/0421,recht
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a09db78-cbcf-428a-a23c-5c3f3951cc4c,milieuparken monitoren,released,skill/competence,sector-specific,,"Locaties en voorzieningen monitoren die recyclingpunten bevatten en waar personen huishoudelijk afval kunnen achterlaten, om de veiligheid en de naleving van de wetgeving te waarborgen en ervoor te zorgen dat het publiek de voorzieningen gebruikt in overeenstemming met de afvalregelgeving.
	",http://data.europa.eu/esco/skill/67117c88-c855-4fab-98c5-e322e838969f | http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,zorgen voor voorzieningen ter plaatse | controleren van veiligheid en beveiliging
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a6c7e0d-fc13-41d7-a5c0-8ca00606de89,duurzame energie promoten,released,skill/competence,sector-specific,,"Het gebruik van hernieuwbare elektriciteit en warmteopwekkingsbronnen bij organisaties en individuen promoten, om te werken aan een duurzame toekomst en de verkoop van apparatuur voor hernieuwbare energie, zoals uitrustingen voor zonne-energie, aan te moedigen.",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,duurzaamheid promoten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b,toetsing van waterkwaliteit beheren,released,skill/competence,cross-sector,testen van waterkwaliteit beheren,"De procedures sturen met betrekking tot het uitvoeren van kwaliteitstests en -analyses van water en de daaropvolgende zuiveringsprocedures door het beheren van de activiteiten, van het verzamelen van monsters tot het uitvoeren van laboratoriumtests, het leiding geven aan het personeel en de naleving van de wetgeving.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207,leiding geven aan anderen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ab1449d-5b65-458b-b115-f5283a52da8e,advies geven over verbruik van nutsvoorzieningen,released,skill/competence,sector-specific,raad geven over verbruik van nutsvoorzieningen,"Personen of organisaties advies geven over methodes waarmee zij hun verbruik van nutsvoorzieningen, zoals warmte, water, gas elektriciteit, kunnen verminderen, zodat zij geld kunnen besparen en duurzame praktijken kunnen integreren.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,adviseren over milieukwesties | anderen adviseren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b270383-b30c-4092-a9ed-b1637ecf2b79,meteorologische informatie gebruiken,released,skill/competence,sector-specific,,Meteorologische informatie gebruiken en interpreteren voor activiteiten die afhankelijk zijn van klimatologische omstandigheden. Deze informatie gebruiken om advies te verstrekken over veilige activiteiten in verband met weersomstandigheden.,http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/5e09534b-9ba1-4f29-84ad-1b3ad66d2dc8,analyseren en evalueren van informatie en gegevens | kritisch denken | meteorologische voorspellingsgegevens controleren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b644187-7c16-4685-bc80-fe1279492dea,behandeling van rioolslib coördineren,released,skill/competence,sector-specific,behandeling van zuiveringsslib coördineren,"De behandeling en verwijdering van halfvaste residuen coördineren afkomstig van de behandeling van afvalwater zoals energiewinning door vergisting, drogen en hergebruik als meststof.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,leiding geven aan anderen | verwijderen van niet-gevaarlijke afval en puin
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b718a43-4295-44cc-9530-78323bbeb663,fermentatie op laboratoriumschaal,released,knowledge,occupation-specific,,"De stappen en vereisten die deel uitmaken van fermentatie op laboratoriumschaal voor de omzetting van de biomassa in chemische stoffen, suikers of brandstoffen.",http://data.europa.eu/esco/isced-f/0711,chemische technologie en processen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b73b2a7-aefc-49ef-8b30-b90ca7429984,klanten advies geven over bouwmaterialen,released,skill/competence,sector-specific,klanten raad geven over bouwmaterialen | klanten adviseren over bouwmaterialen,"Klanten gedetailleerd advies verstrekken over verschillende bouwmaterialen; duurzame ontwikkeling aanbevelen en het gebruik van groene materialen zoals hout, stro en bamboe promoten; de recycling en het gebruik van hernieuwbare of niet-giftige materialen promoten.",http://data.europa.eu/esco/skill/01c03003-516d-43c6-8477-45c472413521 | http://data.europa.eu/esco/skill/3b64ab47-a874-403a-b781-7b23c2fc3c6c | http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,advies geven over bouwmaterialen | adviseren over bouwaangelegenheden | adviseren over producten en diensten | anderen adviseren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b94ad6c-c54d-4bdd-858d-81ebef51c5a4,materialen en onderdelen voor duurzame schoenen,released,knowledge,sector-specific,,"Milieuvriendelijke materialen en onderdelen waaronder leer, textiel en kunststof, materialen voor zolen en tussenzolen, diverse onderdelen en toebehoren.
	",http://data.europa.eu/esco/isced-f/0723,"textiel (kleding, schoeisel en leer)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c4fa8a3-7f7e-4c63-a36c-89e4321774d6,historische klimaatveranderingen vaststellen,released,skill/competence,occupation-specific,,"Monsters van ijskernen, boomringen, sedimenten, enz. analyseren om informatie te verkrijgen over klimaatveranderingen in de loop der tijden en de gevolgen daarvoor voor het leven op de planeet.",http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,analyseren van wetenschappelijk en medische gegevens | kwalitatieve informatie verwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c8a92d4-18b9-4279-898c-ad89233bb511,opslag van ingrediënten volgen,released,skill/competence,sector-specific,opslag van ingrediënten monitoren,De opslag van ingrediënten en de vervaldatums volgen via wekelijkse rapportering om te komen tot een goede voorraadrotatie en vermindering van afval.,http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595 | http://data.europa.eu/esco/skill/17447ce4-4c4a-4158-b1ea-03ed5364b4e8 | http://data.europa.eu/esco/skill/5461dd07-62e9-429c-af24-15810a17c230,"controleren, inspecteren en testen | plannen beheren voor de opslag van organische nevenproducten | opslagruimten bewaken"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c9bb265-6ff7-428e-9a72-9c8df75178b8,gevolgen van industriële activiteiten beoordelen,released,skill/competence,cross-sector,,Gegevens analyseren om de impact van industriële activiteiten op de beschikbaarheid van hulpbronnen en de kwaliteit van het grondwater te ramen.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,kritisch denken | controleren van omgevingsomstandigheden | gevolgen voor het milieu beoordelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1cf20c3c-027e-45f4-bad1-c91b98726d28,informatie geven over geothermische warmtepompen,released,skill/competence,sector-specific,informatie geven over aardwarmtepompen | informatie verstrekken over aardwarmtepompen | informatie verstrekken over geothermische warmtepompen,"Organisaties en individuele personen die op zoek zijn naar alternatieve methoden om gebouwen van energie te voorzien informatie verstrekken over de kosten, voordelen en negatieve aspecten van de installatie en het gebruik van geothermische warmtepompen en over de zaken waarmee rekening gehouden moet worden bij de aanschaf en installatie van geothermische warmtepompen.",http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500 | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,informatie geven | anderen adviseren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d4ddf05-510a-424a-85d3-2305558665c5,projecten rond oceaanenergie onderzoeken,released,skill/competence,sector-specific,,Projecten rond golf- en getijdenenergie onderzoeken en de projecten ontwikkelen van concept tot eindresultaat.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,wetenschappelijk of marktonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1de91358-6ad3-4513-b975-396c61cf8858,advies geven over ingebouwde ventilatiesystemen,released,skill/competence,sector-specific,,"Onderzoek verrichten naar en advies geven over een ventilatiesysteem dat aan de energie-eisen voldoet, maar ook een goede binnenluchtkwaliteit garandeert volgens de minimale kwaliteitsniveaus voor binnenlucht. Alternatieve manieren van ventilatie overwegen (bv. schoorsteenventilatie, gebruik van schoorsteeneffect, natuurlijke ventilatie).
	",http://data.europa.eu/esco/skill/eb6cc4ba-4bb8-4348-9a3b-dc419558f66a,adviseren over ontwerp en gebruik van technologieën
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e2e8415-0a45-466b-ba7b-25c0e72538c1,een haalbaarheidsstudie naar stadsverwarming en -koeling uitvoeren.,released,skill/competence,sector-specific,,"Het potentieel van het systeem voor stadsverwarming en -koeling evalueren en beoordelen. Een gestandaardiseerd onderzoek realiseren om de kosten, beperkingen en de vraag naar verwarming en koeling van gebouwen te bepalen, en onderzoek uitvoeren om het besluitvormingsproces te ondersteunen.
	",http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702,analyseren van bedrijfsactiviteiten | haalbaarheidsonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e3222fa-724d-41f0-9b0a-e88d1003cd35,een haalbaarheidsstudie naar absorptiekoeling op zonne-energie uitvoeren,released,skill/competence,sector-specific,,"Het potentieel van de toepassing van koeling op zonne-energie evalueren en beoordelen. Een gestandaardiseerd onderzoek realiseren om de koelvraag van het gebouw, de kosten, voordelen en analyse van de levenscyclus te ramen, en onderzoek uitvoeren om het besluitvormingsproces te ondersteunen.
	",http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702,analyseren van bedrijfsactiviteiten | haalbaarheidsonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ead478f-4e9d-4aa7-a728-823fc1e894f5,afvalsoort beoordelen,released,skill/competence,sector-specific,,"Afvalstoffen identificeren tijdens de inzameling en sortering om te bepalen of ze moeten worden gerecycled, verwijderd of op een andere manier moeten worden behandeld.
	",http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,sorteren van materialen of producten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ee7d019-9226-4844-925f-a8a8c4db3444,milieubeleid van een luchthaven coördineren,released,skill/competence,sector-specific,,"Het milieubeleid en de milieuvoorschriften van een luchthaven sturen en coördineren om de impact van luchthavenactiviteiten, bijv. lawaai, verminderde luchtkwaliteit, zwaar lokaal verkeer en de aanwezigheid van gevaarlijke stoffen, te verminderen.",http://data.europa.eu/esco/skill/bd70f004-e1d6-43f0-96f1-59c014a4ea01 | http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca | http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,milieu-inspanningen coördineren | toezicht uitoefenen op projecten en deze sturen en coördineren | zorgen voor naleving van de milieuwetgeving
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1f632076-fd9b-4b18-a9a2-b59a59181d3e,wettelijke voorschriften voor stedelijke planning,released,knowledge,cross-sector,ruimtelijke-ordeningsrecht | wettelijke voorschriften voor stadsplanning,"Investeringen en planologische overeenkomsten. Ontwikkelingen in de bouwwetgeving met betrekking tot milieu, duurzaamheid, sociale en financiële aangelegenheden.",http://data.europa.eu/esco/isced-f/0421,recht
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1fe682ad-b8a2-44bb-a557-7eccf79b2014,verwerkingsuitrusting voor recycling bedienen,released,skill/competence,cross-sector,verwerkingsuitrusting voor recyclage gebruiken,"Recycleringsmachines en -uitrusting bedienen zoals granulators, brekers en balenpersen; te recycleren materiaal verwerken en sorteren.",http://data.europa.eu/esco/skill/3f1f77a5-9c2d-4b71-afb3-0328d8cbb05e,bedienen van machines voor het winnen en verwerken van grondstoffen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/203083ca-b051-4c28-8986-fc8731bacee5,duurzame financiering,released,knowledge,sector-specific,,"Het proces van het integreren van overwegingen op het gebied van milieu, maatschappij en bestuur bij het nemen van zakelijke of investeringsbeslissingen, wat leidt tot meer langetermijninvesteringen in duurzame economische activiteiten en projecten.
	",http://data.europa.eu/esco/isced-f/0412,"financiën, banken en verzekeringen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/21331900-9d2a-4806-9a0c-a1885e16dc3d,analyses van bossen uitvoeren,released,skill/competence,sector-specific,,"Een situatieanalyseverslag opstellen over biodiversiteit en genetische hulpbronnen die relevant zijn voor de bosbouw.
	",http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,analyseren van wetenschappelijk en medische gegevens
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/214c892e-e236-4e5f-9824-47316528cb42,habitats beheren ten behoeve van wild,released,skill/competence,occupation-specific,,Een plan voor het beheren van habitats ontwikkelen en toepassen,http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67 | http://data.europa.eu/esco/skill/a28c96cd-a43d-4143-b992-903356d0923e,organiseren en plannen van werkzaamheden en activiteiten | leefgebieden beheren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/215d64d0-a698-4508-b1b4-3d8a56b3ce9e,bosbouwstrategieën ontwikkelen,released,skill/competence,sector-specific,,Een bosbouwbeleid ontwikkelen om het duurzaam beheer van bossen en de communicatie in verband met bosbouwactiviteiten te verbeteren. Deze plannen zijn bedoeld om problemen aan te pakken in verband met gecorreleerde milieu- en maatschappelijke veranderingen.,http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,strategieën ontwikkelen om problemen op te lossen | beleid en wetgeving ontwikkelen
